link,Title,Text,Summary,Keywords,num_imgs,num_videos,num_keywords,average_token_length,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/virus-likely-to-keep-coming-back-each-year-warn-chinese-scientists/articleshow/75421509.cms,"Virus likely to keep coming back each year, warn Chinese scientists","China’s top scientists said the novel coronavirus will not be eradicated, joining a growing consensus around the world that the pathogen will likely return in waves like the flu.It is unlikely for the new virus to disappear the way its close cousin the SARS virus did 17 years ago, as it infects some people without causing obvious symptoms like fever. This group of asymptomatic carriers makes it hard to fully contain transmission as they can spread the virus undetected, a group of Chinese virus and medical researchers told reporters in Beijing at a briefing on Monday.With SARS, those infected became seriously ill. Once they were quarantined from others, the virus stopped spreading. In contrast, China is still finding dozens of asymptomatic cases of the coronavirus every day despite bringing its epidemic under control.“This is very likely to be an epidemic that co-exists with humans for a long time, becomes seasonal and is sustained within human bodies,” said Jin Qi, director of the Institute of Pathogen Biology at China’s top medial research institute, the Chinese Academy of Medical Sciences.A consensus is forming among top researchers and governments worldwide that the virus is unlikely to be eradicated, despite costly lockdowns that have brought much of the global economy to a halt. Some public health experts are calling for the virus to be allowed to spread in a controlled way through younger populations like India’s, while countries like Sweden have opted out of strict lockdowns.Anthony Fauci, the director of U.S. National Institute of Allergy and Infectious Diseases, said last month that Covid-19, the disease caused by the virus, could become a seasonal ailment as evidenced by cases now showing up in countries across the southern hemisphere belatedly as they enter their winter seasons.Over 3 million have been sickened and over 210,000 killed in the global pandemic.While some including U.S. President Donald Trump have expressed hope that the virus’s spread will slow as the temperature in northern hemisphere countries rises in the summer, Chinese experts on Monday said that they found no evidence for this.“The virus is heat sensitive, but that’s when it’s exposed to 56 degrees Celsius for 30 minutes and the weather is never going to get that hot,” said Wang Guiqiang, head of the infectious diseases department of Peking University First Hospital. “So globally, even during the summer, the chance of cases going down significantly is small.”","China’s top scientists said the novel coronavirus will not be eradicated, joining a growing consensus around the world that the pathogen will likely return in waves like the flu.It is unlikely for the new virus to disappear the way its close cousin the SARS virus did 17 years ago, as it infects some people without causing obvious symptoms like fever.
This group of asymptomatic carriers makes it hard to fully contain transmission as they can spread the virus undetected, a group of Chinese virus and medical researchers told reporters in Beijing at a briefing on Monday.With SARS, those infected became seriously ill. Once they were quarantined from others, the virus stopped spreading.
In contrast, China is still finding dozens of asymptomatic cases of the coronavirus every day despite bringing its epidemic under control.“This is very likely to be an epidemic that co-exists with humans for a long time, becomes seasonal and is sustained within human bodies,” said Jin Qi, director of the Institute of Pathogen Biology at China’s top medial research institute, the Chinese Academy of Medical Sciences.A consensus is forming among top researchers and governments worldwide that the virus is unlikely to be eradicated, despite costly lockdowns that have brought much of the global economy to a halt.
Some public health experts are calling for the virus to be allowed to spread in a controlled way through younger populations like India’s, while countries like Sweden have opted out of strict lockdowns.Anthony Fauci, the director of U.S. National Institute of Allergy and Infectious Diseases, said last month that Covid-19, the disease caused by the virus, could become a seasonal ailment as evidenced by cases now showing up in countries across the southern hemisphere belatedly as they enter their winter seasons.Over 3 million have been sickened and over 210,000 killed in the global pandemic.While some including U.S. President Donald Trump have expressed hope that the virus’s spread will slow as the temperature in northern hemisphere countries rises in the summer, Chinese experts on Monday said that they found no evidence for this.“The virus is heat sensitive, but that’s when it’s exposed to 56 degrees Celsius for 30 minutes and the weather is never going to get that hot,” said Wang Guiqiang, head of the infectious diseases department of Peking University First Hospital.
“So globally, even during the summer, the chance of cases going down significantly is small.”","['unlikely', 'spread', 'likely', 'virus', 'coming', 'countries', 'summer', 'scientists', 'chinese', 'way', 'warn', 'institute', 'seasonal', 'cases']",30,0,14,6.571428571428571,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.33338689929599025,-0.009419957147229877,0.45,0.5,0.3011363636363637,0.1,0.5,-0.3080555555555556,-0.5,-0.05,0.3333333333333333,0.0
https://timesofindia.indiatimes.com/world/rest-of-world/top-theories-on-whats-going-on-with-north-koreas-kim-jong-un/articleshow/75419566.cms,Kim Jong Un News: Top theories on what's going on with North Korea's Kim Jong Un,"1. Recovering From Surgery

2. In 'Grave Danger'

3. Just Social Distancing

4. Hurt in Military Drills

5. Seeking Attention

Download The Times of India News App for Latest World News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

SEOUL: The Day of the Sun — the April 15 holiday celebrating Kim Jong Un 's late grandfather, Kim Il Sung — has long been the most important date on North Korea's political calendar. This year, the supreme leader failed to show.Kim Jong Un's absence from an event he has often used to signal strength at home and abroad sparked a global search for explanations. Two weeks later, the whereabouts of the 36-year-old leader has become one of the world's great mysteries, fed by internet rumors, satellite photos and anonymously sourced reports.Here's some possible scenarios being discussed:The first credible report that something was wrong with Kim was also among the least alarming. The Daily NK, a Seoul-based news outlet that gathers information from people inside North Korea, reported April 20 that Kim underwent a ""cardiovascular surgical procedure"" the previous week and was now mostly recovered.The report, attributed to a single unidentified person, did offer several specific details, including that Kim was treated at the Hyangsan Medical Center on the outskirts of Pyongyang. While no governments have verified the report, South Korean officials later said that Kim was believed to be conducting ""normal activities"" in a rural part of the country assisted by close aides, actions that could be consistent with the recovery explanation.""Kim Jong Un is alive and well,"" Moon Chung-in, a special adviser to South Korea's president, told Fox News on Sunday. Moon, however, added that Kim had been staying in the coastal resort area of Wonsan since April 13, something that would clash with the Daily NK account.Hours after the Daily NK article, CNN provided a more worrying assessment of Kim's health, reporting that the US was monitoring intelligence that suggested he was in ""grave danger"" after surgery. Bloomberg News separately reported that US officials were told that Kim was in critical condition, but were unsure of his current status.While US President Donald Trump said Thursday that he believed the CNN report was ""incorrect"" and based on ""old documents,"" rumors about Kim's deteriorating condition only accelerated on social media. On Saturday, Reuters reported that the Chinese Communist Party's International Department dispatched a team including medical experts to North Korea on Thursday to advise on Kim. The news service, which cited three people familiar with the situation, said it was unclear what the delegation signaled about Kim's health.China's foreign ministry, which is separate from the International Department, said only that it had sent reagents for coronavirus testing to North Korea. ""That is not the same as a medical team,"" ministry spokesman Geng Shuang told reporters Monday in Beijing.On Monday, Trump said at a White House news conference that he knew Kim's condition, but ""can't talk about it right now."" The president added that ""nobody knows"" were Kim is.The Chinese medical team could also point to what's now a more common health concern: Covid-19 . Although North Korea has disclosed no infections, the country has quarantined thousands of people and the US's top general in South Korea has said he was ""fairly certain"" the country has cases. China has been sending experts around the world to help combat the pandemic that began on its soil.The Seoul-based JoongAng Daily newspaper reported Monday that the North Korean leader was in self-quarantine. The paper, citing an unidentified person in China, said that Kim was monitoring his health after one of his bodyguards was confirmed with the coronavirus infection. That's why China sent some 50 medical staff to North Korea, the newspaper said.Days before Kim failed to show up for holiday events, his Workers' Party of Korea issued social-distancing orders on April 11 requiring members to refrain from gatherings of more than three people, the Hankook Ilbo newspaper reported Tuesday. The report, which was attributed to an unidentified person familiar with the matter, said Kim may have missed the events to avoid the disease.The search for Kim has repeatedly led back to eastern tourist enclave of Wonsan, the site of a palatial family compound and frequent missile tests. Satellite photos analyzed by the website 38 North showed that a train resembling the armored one used by North Korea's leaders was parked at the local railway station last week.The eastern coastal area saw a burst of military activity, including cruise missile tests and fighter jet maneuvers, on April 14 — the day before Kim failed to show up for Day of the Sun events about 230 kilometers (140 miles) to the west in Pyongyang. Ri Jong Ho, a high-profile North Korean defector who now lives in the US, told the Seoul-based DongA Daily newspaper that Kim may have been injured in the exercises.Still, it would be unusual for North Korean military officials to allow their top leader to get close enough to the action to get hurt. Also, the satellite photos don't confirm the train's presence in the area until April 21. Images from April 15 show no train.Some such as Yoon Sang-hyun, a South Korean lawmaker who heads a committee on inter-Korean relations, have wondered whether Kim devised the disappearance as a way to draw attention to the regime. Yoon speculated that the North Korean leader would have to show up in public in the next couple of weeks to avoid a destabilizing debate about his grip on power and potential successors.""If he doesn't, it's a real big issue,"" Yoon told reporters Monday, according to the DongA Daily. ""Kim is apparently not running the country as he would normally do now.""There's also a good chance the world may never get a satisfying explanation. Kim similarly vanished from state media for six weeks in 2014, prompting speculation that he had been sidelined by gout, an ankle injury or was even overthrown in a coup. He subsequently showed up walking with a cane. No reason for his absence has ever been given.","Order NowSEOUL: The Day of the Sun — the April 15 holiday celebrating Kim Jong Un 's late grandfather, Kim Il Sung — has long been the most important date on North Korea's political calendar.
""Kim Jong Un is alive and well,"" Moon Chung-in, a special adviser to South Korea's president, told Fox News on Sunday.
On Saturday, Reuters reported that the Chinese Communist Party's International Department dispatched a team including medical experts to North Korea on Thursday to advise on Kim.
Although North Korea has disclosed no infections, the country has quarantined thousands of people and the US's top general in South Korea has said he was ""fairly certain"" the country has cases.
China has been sending experts around the world to help combat the pandemic that began on its soil.The Seoul-based JoongAng Daily newspaper reported Monday that the North Korean leader was in self-quarantine.","['north', 'going', 'jong', 'whats', 'daily', 'kim', 'theories', 'told', 'korea', 'reported', 'medical', 'korean', 'report', 'newspaper', 'koreas']",13,0,15,5.733333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.3240057561486133,0.07099686028257457,0.97,0.98,0.31298949142460597,0.03333333333333333,0.8,-0.2698412698412698,-0.5,-0.0125,0.5,0.5
https://timesofindia.indiatimes.com/videos/business/sensex-up-743-points-reliance-gains-10-as-facebook-picks-stake-in-jio/videoshow/75298199.cms,"Sensex up 743 points, Reliance gains 10% as Facebook picks stake in Jio","Apr 22, 2020, 07:46PM IST

Source: ANI

Equity benchmark indices rose by 2.4 per cent on Wednesday as index heavyweight Reliance Industries surged by 9.8 per cent with Facebook picking up nearly 10 per cent stake in India's largest private sector company's digital business for 5.7 billion dollars (about Rs 43,574 crore). At the closing bell, the BSE S&P Sensex was up by 743 points or 2.42 per cent at 31,380 while the Nifty 50 edged higher by 206 points or 2.29 per cent at 9,187. Except for Nifty pharma, PSU bank and realty, all sectoral indices at the National Stock Exchange were in the green with Nifty media up by 6.6 per cent, auto by 2.5 per cent and FMCG by 2.4 per cent. Among stocks, Mukesh Ambani-led Reliance Industries climbed up by 9.83 per cent to Rs 1,359 per share after Facebook bought 9.9 per cent stake in the company's digital business to expand its presence in India.","Apr 22, 2020, 07:46PM ISTSource: ANIEquity benchmark indices rose by 2.4 per cent on Wednesday as index heavyweight Reliance Industries surged by 9.8 per cent with Facebook picking up nearly 10 per cent stake in India's largest private sector company's digital business for 5.7 billion dollars (about Rs 43,574 crore).
At the closing bell, the BSE S&P Sensex was up by 743 points or 2.42 per cent at 31,380 while the Nifty 50 edged higher by 206 points or 2.29 per cent at 9,187.
Except for Nifty pharma, PSU bank and realty, all sectoral indices at the National Stock Exchange were in the green with Nifty media up by 6.6 per cent, auto by 2.5 per cent and FMCG by 2.4 per cent.
Among stocks, Mukesh Ambani-led Reliance Industries climbed up by 9.83 per cent to Rs 1,359 per share after Facebook bought 9.9 per cent stake in the company's digital business to expand its presence in India.","['points', 'reliance', 'nifty', 'stake', 'cent', 'facebook', 'industries', 'indices', 'digital', 'gains', '743', 'sensex', 'rs', 'jio', 'picks']",9,0,15,5.6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.3607142857142857,0.10714285714285714,2.175,1.53,0.32023196002787835,0.03333333333333333,0.8,-0.2619150025601638,-0.5,-0.0125,0.0,0.0
https://timesofindia.indiatimes.com/spotlight/keen-on-getting-an-mba-start-your-journey-this-lockdown/articleshow/75409131.cms,Keen on getting an MBA? Start your journey this lockdown,Aspiring to build a career in healthcare management? Power your B. Pharm. degree with an MBA at NMIMS- a Category 1 University,"Aspiring to build a career in healthcare management?
Power your B. Pharm.
degree with an MBA at NMIMS- a Category 1 University","['lockdown', 'start', 'nmims', 'mba', 'journey', 'university', 'category', 'degree', 'power', 'healthcare', 'career', 'getting', 'pharm', 'management', 'keen']",14,0,15,6.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,2.28,1.56,0.3201146806409964,0.03333333333333333,0.8,-0.2615181115181115,-0.5,-0.0125,0.0,0.0
https://timesofindia.indiatimes.com/videos/beauty-pageants/miss-diva/liva-miss-diva-2020-finalists-at-bennett-university-badminton-challenge/videoshow/74049869.cms,LIVA Miss Diva 2020 finalists at Bennett University- Badminton Challenge,"ETimes is an Entertainment, TV & Lifestyle industry's promotional website and carries advertorials and native advertising.

Copyright © 2020 Bennett, Coleman & Co. Ltd. All rights reserved | The Times of India","ETimes is an Entertainment, TV & Lifestyle industry's promotional website and carries advertorials and native advertising.
Copyright © 2020 Bennett, Coleman & Co. Ltd. All rights reserved | The Times of India","['diva', 'badminton', 'university', 'times', 'challenge', 'miss', 'lifestyle', 'liva', 'promotional', 'website', 'industrys', 'india', '2020', 'tv', 'finalists', 'reserved', 'bennett', 'native', 'rights']",5,0,19,6.7368421052631575,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,2.28,1.56,0.3201146806409964,0.03333333333333333,0.8,-0.2615181115181115,-0.5,-0.0125,0.0,0.0
https://timesofindia.indiatimes.com/videos/entertainment/music/bengali/arijit-singh-bengali-hits-video-song-jukebox-arijit-singhs-best-bengali-songs/videoshow/75426624.cms,Arijit Singh's Popular Bengali Songs,"For all Bengali music fans, check-out Arijit Singh Bengali Hits Video jukebox. This jukebox contains the compilation of his hit songs and the track list includes songs like Naam Na Jana Pakhi Duet, Tomake Chuye Dilam, Naam Na Jana Pakhi Duet and many more to the list. These songs are mostly sung by Arijit Singh and Shreya Ghoshal. To know more about the video songs jukebox, enjoy the video. Stay tuned to Etimes for more Bengali songs. Check out Etimes Bengali music videos section for more Bengali songs.","For all Bengali music fans, check-out Arijit Singh Bengali Hits Video jukebox.
This jukebox contains the compilation of his hit songs and the track list includes songs like Naam Na Jana Pakhi Duet, Tomake Chuye Dilam, Naam Na Jana Pakhi Duet and many more to the list.
To know more about the video songs jukebox, enjoy the video.
Stay tuned to Etimes for more Bengali songs.
Check out Etimes Bengali music videos section for more Bengali songs.","['music', 'bengali', 'jukebox', 'arijit', 'popular', 'pakhi', 'singhs', 'list', 'songs', 'jana', 'video', 'singh', 'naam']",5,0,13,5.384615384615385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.4857142857142857,2.315,1.56,0.32740522929202176,0.03333333333333333,0.8,-0.2615181115181115,-0.5,-0.0125,0.9,0.6
https://timesofindia.indiatimes.com/videos/sports/cricket/happy-birthday-sachin-god-of-cricket-turns-47/videoshow/75345041.cms,Happy Birthday Sachin: God of cricket turns 47,"Apr 24, 2020, 01:30PM IST

Source: TOI.in

People have been wishing a very happy birthday to Sachin tendulkar, arguably the greatest cricketer ever to have played the game. Sachin turns 47 years old this Friday and social media is full of congratulatory messages for the master blaster.","Apr 24, 2020, 01:30PM ISTSource: TOI.inPeople have been wishing a very happy birthday to Sachin tendulkar, arguably the greatest cricketer ever to have played the game.
Sachin turns 47 years old this Friday and social media is full of congratulatory messages for the master blaster.","['turns', 'toiinpeople', 'social', 'wishing', 'messages', 'god', 'tendulkar', 'cricket', 'media', '47', 'old', 'happy', 'birthday', 'sachin', 'played']",9,0,15,6.066666666666666,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.5361111111111111,0.34722222222222227,2.59,1.57,0.3407967818345177,0.03333333333333333,1.0,-0.2641309773385245,-0.5,-0.0125,1.0,0.8
https://timesofindia.indiatimes.com/india/day-35-of-coronavirus-lockdown-ground-reports-from-indian-cities/articleshow/75425051.cms,lockdown news: Day 35 of coronavirus lockdown: Ground reports from Indian cities,"Women health workers in a slum area in Kolkata. (Credits: ANI)

Here is a look at the latest updates on the outbreak of coronavirus from various Indian cities — 1 KOLKATA Price of chicken swung the most during the lockdown due to supply chain issues. Short-supply of other protein sources like mutton and fish in West Bengal. 10 beds for trans-persons reserved at Covid-19 hospital in Kolkata West Bengal government has applied for ICMR nod for 10 more Covidtesting laboratories. Inter-Ministerial Central Team (IMCT), today, visited a hospital in Siliguri to review the preventive measures and guidelines being followed at the hospital against Covid-19. The team also visited ward number 47 in Siliguri, which is a containment area. 2 DELHI The Delhi Police has launched a helpline number for family members of its personnel who are working round-the-clock. The helpline number ‘011-27491208' with STD facility was started on Monday to enable the family members of Delhi Police officials to know about the well-being of the security personnel. Shops selling electronic products have been allowed to open following government's revised lockdown guidelines NITI Aayog building in National Capital sealed for 48 hours after director level officer tests positive for coronavirus: Official. 3 MUMBAI The spread of coronavirus has resulted in a change in garbage disposal mechanisms, with BMC now collecting an average 37 tonnes of waste daily from containment zones comprising both residential and institutional quarantine facilities. Mumbai Police have asked their personnel who are above 55 years of age and having some pre- existing ailment to go on leave. A group of daily wage labourers walking along the Eastern Express Highway to return to their homes in MP and UP were stopped by police and sent back to their temporary accommodations. 4 LUCKNOW BSP chief Mayawati has appealed to state governments to send back migrant workers to their homes at the earliest. Over next four weeks, the UP government aims to strengthen state labs with additional and better medical equipment to enhance their capacity for testing. Sources revealed that the state has decided to use UP CM Covid Care Fund for the action plan. Chief Minister Yogi Adityanath chaired a meeting with 'Covid-19 management Team-11' of the state, over the ongoing coronavirus pandemic on Tuesday. 5 AHMEDABAD The state government is taking attacks on police, health workers or other government workers seriously. For 15 offences registered so far, 38 accused have been booked and held under the Prevention of Anti-Social Activities Act (PASA). Five rioters arrested by cops from Karelibaug police station in Vadodara test positive for Covid-19; an assistant commissioner of police along with detection staff of the police station to undergo quarantine. 6 HYDERABAD Cops check commuters in Hyderabad amid lockdown. Telangana Pradesh Congress Committee (TPCC) Covid-19 Taskforce Committee hit out at the state government for allegedly neglecting farmers and failing to provide ration to people promised under the Prime Minister's Relief Fund. With occupancy plummeting from 90-95 percent to nearly 20 percent since the beginning of the lockdown, private and corporate hospitals are reeling under major losses and are taking measures to cut down overhead costs. 7 CHENNAI The Congress in Tamil Nadu on Tuesday mocked at the Union and state governments over the procurement of rapid test kits for coronavirus, seeking to know how they would protect the 130 crore plus Indians when they could not even buy ""quality equipment"" after scrutiny. Six Thailand nationals, arrested for violating their visa norms and were undergoing treatment for coronavirus at a government hospital near here after testing positive for it have recovered and been discharged, police said on Tuesday. Tamil Nadu government orders additional allocation of 5kg of rice to all PDS cardholders in the state, including non-priority households, for the months of April, May and June 8 BENGALURU Eight test positive for Covid-19 in Karnataka, taking the total number of cases to 520. Seven patients discharged from Covid hospital on Tuesday. Total active cases stand at 39. Spitting and moving without mask in public places in Mysuru will attract a fine of Rs 100 from May 1, says civic chief. 9 CHANDIGARH 2,585 laborers from Punjab who were stranded in Jaisalmer, Rajasthan have reached the first village Gumjal of Fazilka district on the Rajasthan-Punjab border. Chandigarh schools have demanded that they should be allowed to open schools with 50 per cent staff. Dharamshalas, bhawans and private hotels could be used as Covid-19 centres if there is a surge in the number of cases. One more positive Covid-19 case reported today in Mohali, taking the total number of cases to 64, of which 27 are cured. 2 deaths reported till date in Mohali: Girish Dayalan, DC Mohali. Five test positive for Covid-19 in Chandigarh's Sector 30 area; tally in the UT rises to 50.

Download The Times of India News App for Latest India News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

NEW DELHI: The death toll due to COVID-19 rose to 934 and the number of cases climbed to 29,435 in the country on Tuesday, according to the Union health ministry. The number of active COVID-19 cases stood at 21,632, while 6,868 people have recovered and one patient has migrated, the ministry said. The total number of cases include 111 foreign nationals.","10 beds for trans-persons reserved at Covid-19 hospital in Kolkata West Bengal government has applied for ICMR nod for 10 more Covidtesting laboratories.
One more positive Covid-19 case reported today in Mohali, taking the total number of cases to 64, of which 27 are cured.
Five test positive for Covid-19 in Chandigarh's Sector 30 area; tally in the UT rises to 50.
The number of active COVID-19 cases stood at 21,632, while 6,868 people have recovered and one patient has migrated, the ministry said.
The total number of cases include 111 foreign nationals.","['ground', 'lockdown', 'test', '35', 'cities', 'state', 'reports', 'indian', 'covid19', 'workers', 'hospital', 'total', 'number', 'positive', 'day', 'coronavirus', 'cases']",13,0,17,6.117647058823529,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.41286960514233245,0.06906565656565657,2.905,1.73,0.33984985720539496,0.03333333333333333,1.0,-0.2496909148919199,-0.6,-0.0125,0.0,0.0
https://timesofindia.indiatimes.com/life-style/health-fitness/fitness/older-and-stuck-at-home-expert-advice-on-fitness/articleshow/75421446.cms,Older and stuck at home? Expert advice on fitness,"When we asked readers what they want to know about exercise and the coronavirus , many of you wrote that you were concerned about how to exercise and maintain fitness if you or someone you love is older or has functional limitations, such as arthritis or joint replacements. Experts who study exercise and aging had a lot to say.Among their suggestions: Soup-can dumbbells and indoor gardening might help older people who are new to working out to weather the physical effects of a prolonged coronavirus lockdown. Access to a stairwell also is a boon, they say, but even a hallway can be a route to sustained fitness.Past science suggests that any health impacts from prolonged home confinement are likely to be greatest among older people. In multiple studies, when adults of any age become more inactive because of illness, injury or requests from scientists, they rapidly lose strength and endurance and develop early signs of insulin resistance and molecular changes related to muscle loss. In younger people, such physiological weakening typically reverses as soon as they start moving and exercising normally again. But in older people, the effects can linger and accelerate the onset of frailty.Some experts have begun to worry that this scenario is playing out among older people during the coronavirus stay-at-home orders. “I think we’re seeing a slow-motion version of the kind of declines that usually occur when older people are hospitalized or bedridden,” says Dr. Louise Aronson, a professor of geriatrics and health at the University of California, San Francisco, and author of “Elderhood: Redefining Aging, Transforming Medicine, Reimagining Life.”Aronson and other exercise scientists offered a variety of recommendations about the types and amounts of activities older people might try to complete in their buildings, homes, living rooms or even chairs during the lockdowns to stave off frailty and maintain their health. The expert responses proved to be uniformly reassuring, boiling down to the advice that all of us, regardless of age, move whenever and however we can, using whatever equipment we already have at hand.More specifically, the experts suggest starting with a focus on aerobic conditioning, which, in practical terms, means walking, if at all possible, but not necessarily formal walks. Instead, Aronson says, try to build movement into ostensibly sedentary parts of your day.“During a phone call,” she says, “walk around the room or up and down a hallway” (assuming you are not using a landline). When you watch television, get up during each commercial break and stroll from room to room. Or if you have access to a stairwell, she says, climb a flight or two of steps, which provides a brief but effective aerobic workout and some leg strengthening. Wear a mask and gloves if the stairs are public, of course, and hold tight to the banister.Ideally, older people should aim to stroll from room to room or up and down a corridor at least three times a day, Aronson says. “It may be only two or three minutes of activity at a time, but it all counts and adds up.”Look, too, for opportunities for simple, low-tech muscle workouts, the experts all say. Even skimpy, intermittent resistance training can help people avoid shedding muscle mass and strength during this lockdown.Consider the wall squat, for instance, says Dr. James Gladstone, the chief of sports medicine at Mount Sinai Health Center in New York City. This exercise requires little expertise or equipment, apart from a wall, but robustly improves leg strength. Simply stand upright a foot or so from a wall, legs shoulder distance apart. Press your back against the wall and slide down until your thighs are almost parallel with the ground. (Stop earlier if your knees hurt.) Hold this simulated sit as long as you can. “If that means five seconds, fine,” Gladstone says. Slide back up the wall, rest a few seconds, and slide down to sit again.For upper-body strengthening, raid the pantry, suggests Jennifer Copeland, a professor and director of the Active Healthy Aging lab at the University of Lethbridge in Alberta, Canada. Cans of soup or fluid-filled water bottles provide sufficient resistance for arm curls, she says. Grip those objects with your arms by your side, palms forward, and slowly bend your elbows to curl the can or bottle upward. Lower and repeat.To strengthen shoulders, she says, partially fill an empty gallon milk jug with water, hold it with both hands in front of you, arms straight, and slowly raise it to about face height. Lower gently and repeat. You can do this exercise seated.Similarly, to improve overall arm strength, reseat yourself a few times, she says. In other words, when you start to get up from a chair, purposely sit back down and partially rise several additional times, using your arms for support and leverage.And any time you visit the kitchen, slip in a few countertop pushups, suggests K. Aleisha Fetters, a certified strength and conditioning specialist and author of the new book “Fitness Hacks for Over 50.” Position yourself a few feet away from the counter and lean toward it, hinging from the ankles, back straight. Grasp the edge with straight arms and bend and straighten your elbows. Complete as many modified pushups as you can, she says, coinciding, perhaps with the length of time needed to warm your soup or coffee in the microwave. The idea, she says, is to “make fitness mesh seamlessly into your regular 24 hours.”","In younger people, such physiological weakening typically reverses as soon as they start moving and exercising normally again.
But in older people, the effects can linger and accelerate the onset of frailty.Some experts have begun to worry that this scenario is playing out among older people during the coronavirus stay-at-home orders.
When you watch television, get up during each commercial break and stroll from room to room.
You can do this exercise seated.Similarly, to improve overall arm strength, reseat yourself a few times, she says.
The idea, she says, is to “make fitness mesh seamlessly into your regular 24 hours.”","['fitness', 'strength', 'room', 'using', 'arms', 'times', 'exercise', 'wall', 'advice', 'expert', 'health', 'experts', 'stuck', 'older']",30,0,14,5.714285714285714,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.36791770729270734,0.056996076839826826,3.79,2.37,0.32921707469384726,0.03333333333333333,1.0,-0.22601833416293346,-0.6,-0.0125,0.3333333333333333,0.16666666666666666
https://timesofindia.indiatimes.com/videos/tv/hindi/niti-taylor-reveals-her-travel-tales-says-she-hasnt-met-her-travel-partner-yet-exclusive/videoshow/75394430.cms,Niti Taylor reveals her travel tales; says she hasn't met her travel partner yet,"Kaisi Yeh Yaarian actress Niti Taylor does an exclusive segment with ETimes TV, where she has revealed her travel tales. The actress spoke about her favourite places, the destinations she has visited in the past, favourite memory and what all she loves to do while on wheels. Niti confessed that she has a phobia of adventure rides done in air and for instance, bungee jumping. Actress also says that she never diets and avoids eating bread while travelling. Niti is a self-confessed adventurous person. Watch this video to know more about Niti Taylor's travel diaries.","Kaisi Yeh Yaarian actress Niti Taylor does an exclusive segment with ETimes TV, where she has revealed her travel tales.
The actress spoke about her favourite places, the destinations she has visited in the past, favourite memory and what all she loves to do while on wheels.
Niti confessed that she has a phobia of adventure rides done in air and for instance, bungee jumping.
Actress also says that she never diets and avoids eating bread while travelling.
Watch this video to know more about Niti Taylor's travel diaries.","['yeh', 'reveals', 'travel', 'met', 'wheels', 'taylor', 'watch', 'favourite', 'visited', 'partner', 'tales', 'actress', 'video', 'niti', 'yaarian']",5,0,15,5.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5499999999999999,0.25,4.85,3.13,0.3247895499435541,0.03333333333333333,1.0,-0.22179894179894183,-0.6,-0.0125,0.0,0.0
